Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,Watermelon
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,Watermelon
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,Watermelon
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,Watermelon
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,Watermelon
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,Watermelon
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,Watermelon
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,Watermelon
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,Watermelon
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,Watermelon
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,Watermelon
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,Watermelon
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,Apple
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,Apple
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,Apple
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,Apple
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,Apple
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,Apple
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,Apple
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,Apple
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,Apple
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,Apple
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,Apple
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,Apple
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,Apple
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,Apple
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,Apple
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,Apple
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,Apple
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,Apple
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,Apple
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,Apple
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,Apple
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,Apple
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,Apple
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,Apple
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,Apple
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,Apple
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,Apple
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,Apple
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,Apple
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,Apple
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,Apple
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,Apple
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,Apple
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,Apple
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,Apple
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,Apple
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,Apple
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,Apple
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,Apple
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,Apple
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,Apple
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,Apple
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,Apple
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,Apple
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,Apple
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,Apple
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,Apple
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,Apple
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,Apple
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,Apple
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,Apple
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,Apple
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,Apple
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,Apple
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,Apple
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,Apple
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,Apple
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,Apple
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,Apple
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,Apple
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,Apple
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,Apple
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,Apple
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,Apple
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,Apple
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,Apple
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,Apple
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,Apple
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,Apple
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,Apple
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,Apple
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,Apple
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,Apple
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,Apple
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,Apple
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,Apple
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,Apple
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,Apple
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,Apple
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,Apple
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,Apple
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,Apple
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,Apple
38,135,203,23.76121837,93.661643,5.965551311,100.825956,Apple
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,Apple
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,Apple
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,Apple
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,Apple
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,Apple
31,121,201,23.15791104,90.34396882,5.731535258,110.712841,Apple
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,Apple
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,Apple
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,Apple
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,Apple
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,Apple
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,Apple
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,Apple
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,Apple
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,Apple
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,Apple
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,Orange
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,Orange
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,Orange
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,Orange
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,Orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,Orange
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,Orange
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,Orange
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,Orange
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,Orange
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,Orange
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,Orange
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,Orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,Orange
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,Orange
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,Orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,Orange
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,Orange
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,Orange
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,Orange
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,Orange
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,Orange
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,Orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,Orange
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,Orange
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,Orange
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,Orange
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,Orange
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,Orange
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,Orange
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,Orange
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,Orange
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,Orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,Orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,Orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,Orange
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,Orange
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,Orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,Orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,Orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,Orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,Orange
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,Orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,Orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,Orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,Orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,Orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,Orange
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,Orange
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,Orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,Orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,Orange
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,Orange
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,Orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,Orange
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,Orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,Orange
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,Orange
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,Orange
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,Orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,Orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,Orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,Orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,Orange
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,Orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,Orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,Orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,Orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,Orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,Orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,Orange
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,Orange
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,Orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,Orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,Orange
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,Orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,Orange
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,Orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,Orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,Orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,Orange
19,7,9,27.255435,91.71369387,6.969883483,101.139435,Orange
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,Orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,Orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,Orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,Orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,Orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,Orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,Orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,Orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,Orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,Orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,Orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,Orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,Orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,Orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,Orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,Orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,Orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,Orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,Pawpaw
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,Pawpaw
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,Pawpaw
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,Pawpaw
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,Pawpaw
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,Pawpaw
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,Pawpaw
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,Pawpaw
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,Pawpaw
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,Pawpaw
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,Pawpaw
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,Pawpaw
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,Pawpaw
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,Pawpaw
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,Pawpaw
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,Pawpaw
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,Pawpaw
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,Pawpaw
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,Pawpaw
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,Pawpaw
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,Pawpaw
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,Pawpaw
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,Pawpaw
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,Pawpaw
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,Pawpaw
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,Pawpaw
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,Pawpaw
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,Pawpaw
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,Pawpaw
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,Pawpaw
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,Pawpaw
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,Pawpaw
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,Pawpaw
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,Pawpaw
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,Pawpaw
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,Pawpaw
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,Pawpaw
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,Pawpaw
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,Pawpaw
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,Pawpaw
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,Pawpaw
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,Pawpaw
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,Pawpaw
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,Pawpaw
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,Pawpaw
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,Pawpaw
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,Pawpaw
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,Pawpaw
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,Pawpaw
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,Pawpaw
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,Pawpaw
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,Pawpaw
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,Pawpaw
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,Pawpaw
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,Pawpaw
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,Pawpaw
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,Pawpaw
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,Pawpaw
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,Pawpaw
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,Pawpaw
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,Pawpaw
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,Pawpaw
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,Pawpaw
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,Pawpaw
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,Pawpaw
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,Pawpaw
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,Pawpaw
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,Pawpaw
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,Pawpaw
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,Pawpaw
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,Pawpaw
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,Pawpaw
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,Pawpaw
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,Pawpaw
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,Pawpaw
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,Pawpaw
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,Pawpaw
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,Pawpaw
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,Pawpaw
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,Pawpaw
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,Pawpaw
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,Pawpaw
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,Pawpaw
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,Pawpaw
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,Pawpaw
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,Pawpaw
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,Pawpaw
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,Pawpaw
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,Pawpaw
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,Pawpaw
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,Pawpaw
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,Pawpaw
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,Pawpaw
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,Pawpaw
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,Pawpaw
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,Pawpaw
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,Pawpaw
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,Pawpaw
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,Pawpaw
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,Pawpaw
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,Coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,Coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,Coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,Coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,Coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,Coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,Coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,Coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,Coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,Coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,Coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,Coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,Coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,Coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,Coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,Coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,Coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,Coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,Coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,Coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,Coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,Coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,Coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,Coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,Coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,Coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,Coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,Coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,Coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,Coconut
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,Coconut
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,Coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,Coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,Coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,Coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,Coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,Coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,Coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,Coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,Coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,Coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,Coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,Coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,Coconut
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,Coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,Coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,Coconut
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,Coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,Coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,Coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,Coconut
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,Coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,Coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,Coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,Coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,Coconut
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,Coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,Coconut
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,Coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,Coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,Coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,Coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,Coconut
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,Coconut
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,Coconut
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,Coconut
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,Coconut
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,Coconut
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,Coconut
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,Coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,Coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,Coconut
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,Coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,Coconut
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,Coconut
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,Coconut
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,Coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,Coconut
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,Coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,Coconut
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,Coconut
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,Coconut
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,Coconut
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,Coconut
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,Coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,Coconut
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,Coconut
